start,end
无锡济民可信山禾三磷酸腺苷,三磷酸腺苷二钠注射液
浙江华圣爱诺姜颗粒,姜颗粒
山东百维乳酶生片,乳酶生片
上海天龙药业奥美拉唑肠溶胶,奥美拉唑肠溶胶囊
山西顺天羟基脲片,羟基脲片
海正药业注射用盐酸多柔比星,注射用盐酸多柔比星
四川中方盐酸小檗胺片,盐酸小檗胺片
盐酸多西环素片,盐酸多西环素片
华润顺峰药业曲咪新乳膏,曲咪新乳膏
江西南昌鼻炎灵片,鼻炎灵片
欧意阿昔洛韦片,阿昔洛韦片
马鞍山丰原注射用绒促性素,注射用绒促性素
亿帆药业雷公藤多苷片,雷公藤多苷片
奇康化瘀固精合剂,化瘀固精合剂
江苏豪森药业头孢地尼胶囊,头孢地尼胶囊
吉林天宇药业脑血栓片,脑血栓片
贵州圣济堂盐酸二甲双胍肠溶,盐酸二甲双胍肠溶片
大连金益利巴韦林含片,利巴韦林含片
莱达心脉安片,心脉安片
甘露八味秦皮丸,八味秦皮丸
亚邦强生药业阿昔洛韦乳膏,阿昔洛韦乳膏
昆明龙津注射用胸腺肽,注射用胸腺肽
金虹胜利盐酸萘甲唑啉滴鼻液,盐酸萘甲唑啉滴鼻液
珍视明四味珍层冰硼滴眼液,珍视明滴眼液
北京万辉双鹤红霉素肠溶胶囊,红霉素肠溶胶囊
天龙制药氟轻松维B6乳膏,氟轻松维B6乳膏
山西太原甲硝唑片,甲硝唑片
乙酰谷酰胺注射液,乙酰谷酰胺注射液
容生制药利巴韦林注射液,利巴韦林注射液
福建兴源甘露醇注射液,甘露醇注射液
宁波荣安人用狂犬病疫苗,Vero细胞
江西山高倍他胡萝卜素咀嚼片,倍他胡萝卜素咀嚼片
贵州泛德曲安奈德益康唑乳膏,曲安奈德益康唑乳膏
圣泰小牛血去蛋白提取物注射,小牛血去蛋白提取物注射液
河北百善利胆排石片,利胆排石片
江苏信孚吗替麦考酚酯分散片,吗替麦考酚酯分散片
金太阳药业平消片,平消片
鲁南贝特孟鲁司特钠片,孟鲁司特钠片
上海雷允上药业三七片,三七片
陕西华西小儿生血糖浆,小儿生血糖浆
立业制药法可林滴眼液,法可林滴眼液
新亚闵行头孢氨苄胶囊,头孢氨苄胶囊
长春海外制药胃乐新胶囊,胃乐新胶囊
江苏双鹤药业苦参碱氯化钠注,苦参碱氯化钠注射液
新乡华星注射用硫酸链霉素,注射用硫酸链霉素
莱安,注射用盐酸赖氨酸
世康特吡拉西坦片,吡拉西坦片
南京白敬宇复合维生素B片,复合维生素B片
吴中医药葡萄糖注射液,葡萄糖注射液
葵花药业（重庆）小儿咳喘灵,小儿咳喘灵口服液
龙泰制药脑血栓片,脑血栓片
江西铜鼓仁和强肝糖浆,强肝糖浆
吉尔吉药业颈康胶囊,颈康胶囊
肝胆相照强肝片,强肝片
众禾药业脑力静胶囊,脑力静胶囊
九连山药业异烟肼片,异烟肼片
上海普康丙硫氧嘧啶肠溶片,丙硫氧嘧啶肠溶片
紫鑫麝香接骨胶囊,麝香接骨胶囊
北京同仁堂加味青娥丸,加味青娥丸
蒙欣药业阿昔洛韦片,阿昔洛韦片
湖北人福成田曲咪新乳膏,曲咪新乳膏
苏州太湖美复方氯化钠滴眼液,复方氯化钠滴眼液
山西云鹏制药地巴唑片,地巴唑片
清芝灵卵磷脂片,卵磷脂片
黑龙江鼎恒升苯妥英钠片,苯妥英钠片
一品红注射用盐酸克林霉素,注射用盐酸克林霉素
辰欣药业氯霉素滴眼液,氯霉素滴眼液
山西华元接骨续筋片,接骨续筋片
福州海王福药苦参碱氯化钠注,苦参碱氯化钠注射液
方盛制药止血宁胶囊,止血宁胶囊
雪豹药业尿素维E乳膏,尿素维E乳膏
哈尔滨三乐生物骨筋丸胶囊,骨筋丸胶囊
福建闽东力捷迅注射用甲硝唑,注射用甲硝唑磷酸二钠
新亚注射用硫代硫酸钠,注射用硫代硫酸钠
湖北恒安氟康唑胶囊,氟康唑胶囊
仁丰药业人工牛黄甲硝唑胶囊,人工牛黄甲硝唑胶囊
西藏神猴药业十一味金色丸,十一味金色丸
黑龙江新医圣心律宁片,心律宁片
长春海外制药接骨续筋片,接骨续筋片
信谊氨苯蝶啶片,氨苯蝶啶片
长春长庆复方吡拉西坦脑蛋白,复方吡拉西坦脑蛋白水解物片
深圳中联磷酸氯喹片,磷酸氯喹片
晋城海斯盐酸利多卡因注射液,盐酸利多卡因注射液
正大制药乳康片,乳康片
辰欣盐酸四环素醋酸可的松眼,盐酸四环素醋酸可的松眼膏
福安药业集团注射用氢化可的,注射用氢化可的松琥珀酸钠
伍豪八宝惊风散,八宝惊风散
速笑保胎灵,保胎灵
吉林益民堂利肺片,利肺片
上海雷允上金胆片,金胆片
丽珠集团桂利嗪片,桂利嗪片
辰欣药业克霉唑乳膏,克霉唑乳膏
归真堂熊胆粉,熊胆粉
奇星清热散结片,清热散结片
韩都药业抗栓胶囊,抗栓胶囊
浙江京新左乙拉西坦片,左乙拉西坦片
哈药总厂托西酸舒他西林胶囊,托西酸舒他西林胶囊
晋新双鹤接骨续筋片,接骨续筋片
广西南宁百会维U颠茄铝镁片,维U颠茄铝镁片
雷特迈星,注射用盐酸头孢甲肟
诺和锐门冬胰岛素30注射液,门冬胰岛素30注射液
注射用去水卫矛醇,注射用去水卫矛醇
仙洛喜苯磺酸氨氯地平片,苯磺酸氨氯地平片
亮博,头孢泊肟酯胶囊
999感冒灵颗粒,感冒灵颗粒
步长肝爽颗粒,肝爽颗粒
明水药业注射用头孢唑林钠,注射用头孢唑林钠
长联来福注射用七叶皂苷钠,注射用七叶皂苷钠
赛升药业注射用胸腺肽,注射用胸腺肽
人民药业小儿肺咳颗粒,小儿肺咳颗粒
华润顺峰药业甘草锌胶囊,甘草锌胶囊
天津君安藻酸双酯钠片,藻酸双酯钠片
金耀药业苯甲酸雌二醇注射液,苯甲酸雌二醇注射液
中联四药归芪口服液,归芪口服液
丹泉,二乙酰氨乙酸乙二胺氯化钠注射液
络德,卡维地洛片
中西制药肌苷片,肌苷片
卓峰地塞米松磷酸钠滴眼液,地塞米松磷酸钠滴眼液
浙江诚意药业天麻素注射液,天麻素注射液
广东三才石岐复合维生素B片,复合维生素B片
端信堂复方丹参片,复方丹参片
唯爱,维A酸乳膏
甘南藏药舒肝和胃丸,舒肝和胃丸
广东大冢复方电解质葡萄糖R,复方电解质葡萄糖R2A注射液
石药桂利嗪片,桂利嗪片
仁康新霉素氟轻松乳膏,新霉素氟轻松乳膏
沃汀,高三尖杉酯碱氯化钠注射液
海南灵康注射用果糖二磷酸钠,注射用果糖二磷酸钠
奥立妥,奥硝唑氯化钠注射液
麒麟牌健脾补血颗粒,健脾补血颗粒
力源制药金胆片,金胆片
山东华信制药碳酸氢钠注射液,碳酸氢钠注射液
庆余堂注射用头孢唑肟钠,注射用头孢唑肟钠
华南药业苯丙氨酯片,苯丙氨酯片
国药国瑞注射用果糖二磷酸钠,注射用果糖二磷酸钠
圣大药业小儿复方磺胺甲噁唑,小儿复方磺胺甲噁唑颗粒
云植昆明山海棠片,昆明山海棠片
南京长澳注射用生长抑素,注射用生长抑素
同仁堂阑尾消炎丸,阑尾消炎丸
辽宁天龙注射用尿激酶,注射用尿激酶
华源长富（旌德）醋酸甲萘氢,醋酸甲萘氢醌片
江西制药富马酸亚铁片,富马酸亚铁片
永乐景天祛斑片,景天祛斑片
山东新时代胞磷胆碱钠氯化钠,胞磷胆碱钠氯化钠注射液
南京海辰注射用盐酸甲氯芬酯,注射用盐酸甲氯芬酯
湖北诺得胜肝复康丸,肝复康丸
九泰醋酸氯己定栓,醋酸氯己定栓
螺内酯片,螺内酯片
江西天施康中药肿节风注射液,肿节风注射液
沧州得能氨甲环酸注射液,氨甲环酸注射液
河南前锋地塞米松磷酸钠注射,地塞米松磷酸钠注射液
乐普药业硫酸氢氯吡格雷片,硫酸氢氯吡格雷片
石药欧意苯妥英钠片,苯妥英钠片
远大医药黄石飞云制药强肝糖,强肝糖浆
德益宁,二乙酰氨乙酸乙二胺氯化钠注射液
格林生物复方甲苯咪唑片,复方甲苯咪唑片
山东中泰护肝片,护肝片
北京同仁堂羚羊感冒片,羚羊感冒片
海南锦瑞注射用异环磷酰胺,注射用异环磷酰胺
江苏吴中苏州制药甘露聚糖肽,甘露聚糖肽口服溶液
吉林吉春荡石片,荡石片
小贴士可乐定透皮贴片,可乐定透皮贴片
家和氟康唑胶囊,氟康唑胶囊
哈药三精明水头孢氨苄胶囊,头孢氨苄胶囊
江苏黄河药业盐酸雷尼替丁胶,盐酸雷尼替丁胶囊
亮跃盐酸左氧氟沙星片,盐酸左氧氟沙星片
天津金世氯唑沙宗片,氯唑沙宗片
苏州三药盐酸雷尼替丁胶囊,盐酸雷尼替丁胶囊
华世大蒜素软胶囊,大蒜素软胶囊
葵花药业利巴韦林颗粒,利巴韦林颗粒
恒健诺氟沙星胶囊,诺氟沙星胶囊
瑞年前进制药舒必利片,舒必利片
昆明制药复方磷酸萘酚喹片,复方磷酸萘酚喹片
白天鹅药业乳酸菌素片,乳酸菌素片
山西天生仲景胃灵胶囊,仲景胃灵胶囊
方盛制药元七骨痛酊,元七骨痛酊
碧凯保妇康栓,保妇康栓
纽兰药业利巴韦林片,利巴韦林片
东药乙酰谷酰胺注射液,乙酰谷酰胺注射液
大唐制药肝苏软胶囊,肝苏软胶囊
山西云鹏制药芦丁片,芦丁片
立华制药洛索洛芬钠片,洛索洛芬钠片
吉林省松辽制药抗骨增生片,抗骨增生片
大宁堂茴香橘核丸,茴香橘核丸
寿堂尼群地平片,尼群地平片
辽宁绿丹盐酸胺碘酮片,盐酸胺碘酮片
湖北人福成田对乙酰氨基酚栓,对乙酰氨基酚栓
华润双鹤盐酸哌甲酯片,盐酸哌甲酯片
白内停冰珍去翳滴眼液,冰珍去翳滴眼液
沈阳志鹰曲克芦丁氯化钠注射,曲克芦丁氯化钠注射液
明欣利迪,咪喹莫特乳膏
中药四厂参南星口服液,参南星口服液
福森药业吡拉西坦注射液,吡拉西坦注射液
浙江南洋归圆口服液,归圆口服液
康缘通塞脉片,通塞脉片
今方药业散结片,散结片
北京富国堂医药科技新生化颗,新生化颗粒
尖峰苦参碱氯化钠注射液,苦参碱氯化钠注射液
湖北潜江阿奇霉素颗粒,阿奇霉素颗粒
株洲千金轻身消胖丸,轻身消胖丸
迪耳药业林可霉素利多卡因凝,林可霉素利多卡因凝胶
欧意氨茶碱片,氨茶碱片
四川奥邦甘露聚糖肽片,甘露聚糖肽片
信谊醋酸甲羟孕酮片,醋酸甲羟孕酮片
孚泰转移因子口服溶液,转移因子口服溶液
力生制药醋酸地塞米松片,醋酸地塞米松片
中族中药参芪五味子糖浆,参芪五味子糖浆
山西亨瑞达氢氯噻嗪片,氢氯噻嗪片
双汰芝,齐多拉米双夫定片
俊宁,洛伐他汀胶囊
广东三才石岐三磷酸腺苷二钠,三磷酸腺苷二钠片
吉佰芙,醋酸曲安奈德益康唑乳膏
福安药业尼麦角林胶囊,尼麦角林胶囊
丽珠集团注射用伏立康唑,注射用伏立康唑
拉美亚马来酸依那普利片,马来酸依那普利片
恒健维生素B1片,维生素B1片
肾石通颗粒,肾石通颗粒
双泉小儿七星茶颗粒,小儿七星茶颗粒
鲁抗注射用硫酸头孢匹罗,注射用硫酸头孢匹罗
湖南九典制药痔速宁胶囊,痔速宁胶囊
辽宁诺维诺注射用复方甘草酸,注射用复方甘草酸单铵S
亚宝尼莫地平片,尼莫地平片
爱民制药阿魏化痞膏,阿魏化痞膏
上海黄河大黄碳酸氢钠片,大黄碳酸氢钠片
保甲维,注射用甲硫氨酸维B1
江苏鹏鹞盐酸金刚烷胺片,盐酸金刚烷胺片
天津金耀集团氢化可的松注射,氢化可的松注射液
徐州莱恩莪术油注射液,莪术油注射液
颈复康药业腰痛宁胶囊,腰痛宁胶囊
江苏正大丰海盐酸多西环素片,盐酸多西环素片
赣南制药氯霉素片,氯霉素片
山西云鹏护肝片,护肝片
江苏通用药业复方甘草酸单铵,复方甘草酸单铵S氯化钠注射液
南国药业齐墩果酸片,齐墩果酸片
湖北康正双氯芬酸钠滴眼液,双氯芬酸钠滴眼液
成都药业复方甲苯咪唑片,复方甲苯咪唑片
吉林海外熊胆丸,熊胆丸
云鹏硝酸异山梨酯片,硝酸异山梨酯片
西安海欣注射用盐酸尼莫司汀,注射用盐酸尼莫司汀
辰欣药业红霉素眼膏,红霉素眼膏
康诺药业硫酸锌糖浆,硫酸锌糖浆
神鹤药业产妇安胶囊,产妇安胶囊
西南药业异烟肼片,异烟肼片
培宁,盐酸丙哌维林片
日田药业复方鱼腥草片,复方鱼腥草片
武汉诺安氧氟沙星滴耳液,氧氟沙星滴耳液
海口奇力紫杉醇注射液,紫杉醇注射液
云岗制药地巴唑片,地巴唑片
佛山手心制药天然胡萝卜素胶,天然胡萝卜素胶丸
湖北诺得胜毛冬青片,毛冬青片
松奇,半水合雌二醇贴片
汉唐血尿胶囊,血尿胶囊
山西临汾复合维生素B片,复合维生素B片
长春生物抗狂犬病血清,抗狂犬病血清
沈阳北方碳酸氢钠注射液,碳酸氢钠注射液
成都利尔转移因子注射液,转移因子注射液
格拉丹东药业消肿片,消肿片
恒健制药曲咪新乳膏,曲咪新乳膏
大同五洲通普卢利沙星胶囊,普卢利沙星胶囊
兰州大得利注射用抑肽酶,注射用抑肽酶
中佳药业阿苯达唑片,阿苯达唑片
健民大鹏体外培育牛黄,体外培育牛黄
天奇中蒙制药龙胆泻肝丸,龙胆泻肝丸
江西东风药业注射用青霉素钠,注射用青霉素钠
龙泰化痰平喘片,化痰平喘片
西安大恒维生素E胶丸,维生素E胶丸
金日制药头孢克肟胶囊,头孢克肟胶囊
上海信谊甲巯咪唑片,甲巯咪唑片
云丰蒲地蓝消炎片,蒲地蓝消炎片
仁和抗骨质增生丸,抗骨质增生丸
广州万正注射用单磷酸阿糖腺,注射用单磷酸阿糖腺苷
金耀药业复方鱼肝油氧化锌软,复方鱼肝油氧化锌软膏
东泰商丘药业琥乙红霉素颗粒,琥乙红霉素颗粒
延边药业人工牛黄甲硝唑胶囊,人工牛黄甲硝唑胶囊
达仁堂安宫牛黄丸,安宫牛黄丸
天峰制药右旋糖酐40葡萄糖,右旋糖酐40葡萄糖注射液
上海凯茂注射用培美曲塞二钠,注射用培美曲塞二钠
天津力生制药西咪替丁片,西咪替丁片
太原药业维生素B1片,维生素B1片
步长脑心通胶囊,脑心通胶囊
河南灵佑胰激肽原酶肠溶片,胰激肽原酶肠溶片
国盛源药业痔速宁片,痔速宁片
鲁抗赛特诺氟沙星片,诺氟沙星片
广州迈特兴华吡喹酮片,吡喹酮片
麦迪海药业叶酸片,叶酸片
海南碧凯注射用盐酸丁卡因,注射用盐酸丁卡因
康惠制药熊胆痔疮膏,熊胆痔疮膏
黑龙江葵花药业护肝片,护肝片
天津力生制药烟酰胺片,烟酰胺片
山西云鹏氨茶碱片,氨茶碱片
广东隆赋脑蛋白水解物注射液,脑蛋白水解物注射液
广州一品红注射用盐酸甲氯芬,注射用盐酸甲氯芬酯
广州诺金小儿七星茶颗粒,小儿七星茶颗粒
克霉唑乳膏,克霉唑乳膏
吉通药业降脂宁颗粒,降脂宁颗粒
信谊万象赖氨酸维B12颗粒,赖氨酸维B12颗粒
汉晨药业左氧氟沙星滴眼液,左氧氟沙星滴眼液
浙江浙北阿昔洛韦片,阿昔洛韦片
培菲康,双歧杆菌三联活菌胶囊
培菲康,双歧杆菌三联活菌散
四川升和依托泊苷注射液,依托泊苷注射液
白云山明兴盐酸肾上腺素注射,盐酸肾上腺素注射液
昆明赛诺制药康复新液,康复新液
沈阳光大注射用绒促性素,注射用绒促性素
吉特药业婴儿健脾散,婴儿健脾散
金诃二十九味能消散,二十九味能消散
哈药总厂盐酸左氧氟沙星片,盐酸左氧氟沙星片
达吉,复方消化酶胶囊
毒敏克五维甘草那敏胶囊,五维甘草那敏胶囊
伊贝特单硝酸异山梨酯胶囊,单硝酸异山梨酯胶囊
昆明积大注射用生长抑素,注射用生长抑素
山西云鹏制药丙谷胺片,丙谷胺片
中和制药维生素E软胶囊,维生素E软胶囊
湖北炎黄本草明目地黄丸,明目地黄丸
迪冉郸城胶体果胶铋胶囊,胶体果胶铋胶囊
益民堂制药利肺片,利肺片
美德止血祛瘀明目片,止血祛瘀明目片
江苏联环叶酸片,叶酸片
辽宁奥达氟康唑胶囊,氟康唑胶囊
广东彼迪别嘌醇片,别嘌醇片
赛诺维丙硫氧嘧啶片,丙硫氧嘧啶片
佛慈消痔丸,消痔丸
沙溪排石颗粒,排石颗粒
黑龙江济仁枣仁安神颗粒,枣仁安神颗粒
广东康奇力吡拉西坦片,吡拉西坦片
方盛堂元七骨痛酊,元七骨痛酊
贵阳新天药业苦参凝胶,苦参凝胶
鹤壁中药轻身消胖丸,轻身消胖丸
海南三叶美好氨苄西林胶囊,氨苄西林胶囊
四川旭华芩连丸,芩连丸
海南三叶制药氨苄西林胶囊,氨苄西林胶囊
山西云鹏制药葡醛内酯片,葡醛内酯片
江西济民可信抗宫炎片,抗宫炎片
协和协和药业硝酸甘油软膏,硝酸甘油软膏
信龙硼酸软膏,硼酸软膏
福建太平洋制药风油精,风油精
扬州星斗维生素B1片,维生素B1片
台城制药甲硝唑芬布芬胶囊,甲硝唑芬布芬胶囊
先声东元制药亚硫酸氢钠甲萘,亚硫酸氢钠甲萘醌注射液
扬州星斗呋塞米片,呋塞米片
丽珠集团注射用胰激肽原酶,注射用胰激肽原酶
波立维,硫酸氢氯吡格雷片
广东华南尼莫地平片,尼莫地平片
贵州百灵陈香露白露片,陈香露白露片
迪诺制药葫芦素片,葫芦素片
振霖药业消癌平片,消癌平片
双燕牌醋酸氟轻松乳膏,醋酸氟轻松乳膏
浙江圣华金归洗液,金归洗液
北京同仁堂参桂理中丸,参桂理中丸
培新,注射用醋酸奥曲肽
山西国润维生素B1片,维生素B1片
花地甲硝唑氯己定洗剂,甲硝唑氯己定洗剂
福星生物甲硝唑氯化钠注射液,甲硝唑氯化钠注射液
海天制药阿娜尔妇洁液,阿娜尔妇洁液
丰原制药注射用细胞色素C,注射用细胞色素C
扬州制药醋酸泼尼松龙注射液,醋酸泼尼松龙注射液
艾氟龙,氟米龙滴眼液
珠海联邦注射用头孢噻肟钠,注射用头孢噻肟钠
诺安盐酸特比萘芬乳膏,盐酸特比萘芬乳膏
宜昌人福吡拉西坦片,吡拉西坦片
益民制药替硝唑氯化钠注射液,替硝唑氯化钠注射液
复方血栓通滴丸,复方血栓通滴丸
兰药药业硬脂酸红霉素片,硬脂酸红霉素片
康福药业解郁安神颗粒,解郁安神颗粒
皇象铁力蓝天维D2磷酸氢钙,维D2磷酸氢钙片
