id,name
5bb578e5831b973a137e534a,家族性异常β脂蛋白血症
5bb578c0831b973a137e424d,涎瘘
5bb578f4831b973a137e5a66,组织细胞吞噬性脂膜炎
5bb578b8831b973a137e3f8c,完全性大动脉错位
5bb578f4831b973a137e5a54,纵隔囊肿及肿瘤
5bb578f6831b973a137e5b5d,毛霉病
5bb578c8831b973a137e460e,急性泪囊炎
5bb578c9831b973a137e468a,分泌性中耳炎
5bb578cc831b973a137e4807,输卵管阻塞
5bb578fa831b973a137e5dd5,气管食管瘘
5bb578bf831b973a137e41fb,躁狂症
5bb57900831b973a137e60dd,鼠咬热
5bb578b6831b973a137e3ee7,百日咳
5bb578c5831b973a137e4470,髋关节脱位
5bb578b6831b973a137e3ef6,肺念珠菌病
5bb578bb831b973a137e40ab,砷中毒
5bb578d4831b973a137e4bba,精神分裂症
5bb578dc831b973a137e4f2e,腹壁间疝
5bb578f2831b973a137e599a,致肠细胞病变人孤儿病毒感染
5bb578ec831b973a137e569e,小儿咽喉炎
5bb578ca831b973a137e471d,上颌前突
5bb578da831b973a137e4e68,酒精性肝硬化
5bb578dd831b973a137e4ff6,小儿骨折
5bb578f3831b973a137e59ec,冷球蛋白血症
5bb578d3831b973a137e4afa,秃头
5bb578c7831b973a137e45c3,儿童急性良性肌炎
5bb578e7831b973a137e5445,新生儿乙型肝炎
5bb578ec831b973a137e56c9,先天性静脉畸形肢体肥大综合征
5bb578f3831b973a137e59c6,泪囊肿瘤
5bb578fe831b973a137e5fb5,小肠实热
5bb578d1831b973a137e4a15,先天性腹壁肌肉发育不良
5bb578cf831b973a137e4941,真性小眼球
5bb578c9831b973a137e46a7,迷路炎
5bb578dc831b973a137e4f08,先天性肠狭窄
5bb578ef831b973a137e584d,老年人尿毒症性肺炎
5bb578d0831b973a137e4988,失眠抑郁
5bb578bf831b973a137e4241,松果体瘤
5bb578d1831b973a137e49f1,精神发育迟缓
5bb578d2831b973a137e4a70,蝶窦炎
5bb578e0831b973a137e5114,阻生齿
5bb578f1831b973a137e58f4,中东呼吸综合征
5bb578f2831b973a137e597f,蜘蛛痣
5bb578d6831b973a137e4c71,单纯性肾囊肿
5bb578e0831b973a137e5130,慢性淋巴细胞白血病
5bb578c9831b973a137e4666,眼睑带状疱疹
5bb578c5831b973a137e44c9,椎弓结核
5bb578bf831b973a137e4208,闭经
5bb578ec831b973a137e565c,透析性骨关节病
5bb578c1831b973a137e42ff,慢性支气管炎
5bb578da831b973a137e4e3f,胆囊息肉
5bb578ed831b973a137e5761,老年人梗阻性肾病
5bb578ce831b973a137e48f6,韦格纳肉芽肿
5bb578f6831b973a137e5b84,新生儿发热
5bb578ec831b973a137e5682,一度房室传导阻滞
5bb578b7831b973a137e3f31,外源性过敏性肺泡炎
5bb578bf831b973a137e41fe,直立性低血压
5bb578d1831b973a137e4a1c,甲癣
5bb578ea831b973a137e555a,萎缩侧索硬化
5bb578db831b973a137e4efd,内眦赘皮
5bb578f5831b973a137e5afd,颤证
5bb578da831b973a137e4e6a,尿毒症
5bb578f7831b973a137e5bdf,干槽症
5bb578d2831b973a137e4ad0,神经性皮炎
5bb578f2831b973a137e5974,放射性脊髓病
5bb578cb831b973a137e47b2,脊髓炎
5bb578d2831b973a137e4ab7,闭塞性动脉硬化
5bb578c5831b973a137e44e3,晶体脱位
5bb578cc831b973a137e481f,外阴黑色素瘤
5bb578f6831b973a137e5b89,下丘脑综合征
5bb578dc831b973a137e4f36,腹壁硬纤维瘤
5bb578e5831b973a137e5348,家族性渗出性玻璃体视网膜病变
5bb578fe831b973a137e5fad,先天性拇内翻
5bb578d4831b973a137e4baf,记忆障碍
5bb578e4831b973a137e52e2,继发性腹膜炎
5bb578bd831b973a137e4140,低渗性脱水
5bb578f7831b973a137e5bed,肝火上炎证
5bb578e7831b973a137e53eb,新生儿急性肾功能衰竭
5bb578ca831b973a137e4757,肺青霉病
5bb578b9831b973a137e3fef,肠系膜上静脉血栓形成
5bb578b9831b973a137e4013,腹膜后腔液体渗病
5bb578e5831b973a137e536d,小腿红绀病
5bb578f9831b973a137e5d46,瘰疬
5bb578e4831b973a137e5301,盆腔疾病
5bb578f2831b973a137e5975,脂肪营养不良
5bb578c9831b973a137e46ce,先天性喉闭锁
5bb578d5831b973a137e4c4d,大脑镰旁脑膜瘤
5bb578c3831b973a137e43d0,肛门异位
5bb578d8831b973a137e4d2d,小儿急性喉气管支气管炎
5bb578da831b973a137e4e29,小儿流感病毒肺炎
5bb578c0831b973a137e4255,涎腺囊肿
5bb578cd831b973a137e4860,皮肤念珠菌病
5bb578bf831b973a137e4219,高血脂
5bb578e0831b973a137e513b,迟发性皮肤卟啉病
5bb578e9831b973a137e54f5,年龄相关性白内障
5bb578c6831b973a137e457e,宫颈糜烂
5bb578d1831b973a137e4a51,先天性无虹膜
5bb578de831b973a137e5051,立克次体病
5bb578c7831b973a137e45c4,儿童期情绪障碍
5bb578ea831b973a137e55a5,眼部猪囊尾蚴病
5bb578f7831b973a137e5bd0,泌尿生殖系滴虫病
5bb578e3831b973a137e5286,妇科炎症
5bb578eb831b973a137e5653,体癣
5bb578bc831b973a137e40fa,新生儿胆红素脑病
5bb578fd831b973a137e5f67,乳房外湿疹样癌
5bb578f6831b973a137e5b9a,过敏性紫癜肾炎
5bb578ec831b973a137e566b,肌筋膜炎
5bb578cf831b973a137e4934,胃肠道癌转移卵巢
5bb578e8831b973a137e54b5,门静脉海绵样变
5bb578db831b973a137e4eca,念珠菌阴道炎
5bb578fb831b973a137e5e25,等孢球虫病
5bb578f2831b973a137e5993,老年褥疮
5bb578bf831b973a137e4211,多腺体缺陷综合征
5bb578da831b973a137e4e88,淋巴结核
5bb578cc831b973a137e4836,皮肤白斑
5bb578f3831b973a137e59cc,珠蛋白生成障碍性贫血
5bb578f4831b973a137e5a87,卵巢冠囊肿
5bb578b6831b973a137e3ef2,肺放线菌病
5bb578c6831b973a137e451c,恶性纤维组织细胞瘤
5bb578cb831b973a137e47d5,视网膜炎
5bb578fc831b973a137e5eb7,药物性食管炎
5bb578c5831b973a137e44bd,腰部慢性劳损
5bb578de831b973a137e506a,口唇疱疹
5bb578bf831b973a137e41ca,脑血栓
5bb578e7831b973a137e5436,睫状体黑色素瘤
5bb578e8831b973a137e548a,精囊囊肿
5bb578f3831b973a137e5a22,猝死型冠心病
5bb578e0831b973a137e512c,盖氏骨折
5bb578f9831b973a137e5d70,虹膜色素痣
5bb578fb831b973a137e5df8,气痢
5bb578de831b973a137e502f,小儿输尿管脱垂
5bb578de831b973a137e503a,激素依赖性皮炎
5bb578d8831b973a137e4d41,小儿急性气管支气管炎
5bb578df831b973a137e50c2,盆腔肿瘤
5bb578cc831b973a137e480b,外阴恶性淋巴瘤
5bb578bd831b973a137e415f,慢性肾功能衰竭
5bb578c7831b973a137e45d0,疝气
5bb578f4831b973a137e5a61,霍奇金病
5bb578b6831b973a137e3f0d,呼吸性细支气管相关的间质性肺疾病
5bb578da831b973a137e4e13,非梭状芽胞杆菌肌坏死
5bb578f8831b973a137e5c89,脊髓灰质炎后遗症
5bb578f8831b973a137e5c78,急喉风
5bb578dc831b973a137e4f53,腹直肌自发性破裂
5bb578f7831b973a137e5c0f,骨膜炎
5bb578cc831b973a137e4816,手足徐动性脑瘫
5bb578eb831b973a137e55e8,溃疡病穿孔
5bb578d7831b973a137e4cba,第3腰椎横突过长畸形
5bb578c8831b973a137e4628,绿脓杆菌性角膜溃疡
5bb578bd831b973a137e4109,溴中毒
5bb578c9831b973a137e46bf,外耳道异物
5bb578db831b973a137e4e9e,小儿莫拉雷脑膜炎
5bb578bc831b973a137e40ea,网膜原发性节段性梗死
5bb578cb831b973a137e47ad,感染性心内膜炎肾损害
5bb578cb831b973a137e477b,小儿哮喘性肌萎缩综合征
5bb578c9831b973a137e4674,真菌性角膜炎
5bb578ed831b973a137e5705,小儿牛皮癣
5bb578de831b973a137e5024,亚健康
5bb578f6831b973a137e5b43,胆胀
5bb578f4831b973a137e5a48,颅骨巨细胞瘤
5bb578d4831b973a137e4bd0,小儿低氯性氮质血症综合征
5bb578ef831b973a137e5824,老年人免疫性血小板减少性紫癜
5bb578f7831b973a137e5bd9,瑞尔黑变病
5bb578db831b973a137e4e8e,肺炭疽
5bb578e6831b973a137e538b,心房内传导阻滞
5bb578c0831b973a137e42a2,遗传性血色病
5bb578e4831b973a137e52e3,小儿周期性低血钾性麻痹
5bb578e1831b973a137e51d6,小儿烟雾病
5bb578f7831b973a137e5c11,纵隔气肿
5bb578e2831b973a137e5249,小儿硬脑膜外血肿
5bb578f5831b973a137e5ad6,网状红斑萎缩性毛囊炎
5bb578bd831b973a137e4121,药物性肝硬化
